2020-03-21T00:00:00Z,2,0,Afghanistan
2020-03-20T00:00:00Z,0,0,Afghanistan
2020-03-19T00:00:00Z,0,0,Afghanistan
2020-03-18T00:00:00Z,1,0,Afghanistan
2020-03-17T00:00:00Z,5,0,Afghanistan
2020-03-16T00:00:00Z,6,0,Afghanistan
2020-03-15T00:00:00Z,3,0,Afghanistan
2020-03-11T00:00:00Z,3,0,Afghanistan
2020-03-08T00:00:00Z,3,0,Afghanistan
2020-03-02T00:00:00Z,0,0,Afghanistan
2020-03-01T00:00:00Z,0,0,Afghanistan
2020-02-29T00:00:00Z,0,0,Afghanistan
2020-02-28T00:00:00Z,0,0,Afghanistan
2020-02-27T00:00:00Z,0,0,Afghanistan
2020-02-26T00:00:00Z,0,0,Afghanistan
2020-02-25T00:00:00Z,1,0,Afghanistan
2020-02-24T00:00:00Z,0,0,Afghanistan
2020-02-23T00:00:00Z,0,0,Afghanistan
2020-02-22T00:00:00Z,0,0,Afghanistan
2020-02-21T00:00:00Z,0,0,Afghanistan
2020-02-20T00:00:00Z,0,0,Afghanistan
2020-02-19T00:00:00Z,0,0,Afghanistan
2020-02-18T00:00:00Z,0,0,Afghanistan
2020-02-17T00:00:00Z,0,0,Afghanistan
2020-02-16T00:00:00Z,0,0,Afghanistan
2020-02-15T00:00:00Z,0,0,Afghanistan
2020-02-14T00:00:00Z,0,0,Afghanistan
2020-02-13T00:00:00Z,0,0,Afghanistan
2020-02-12T00:00:00Z,0,0,Afghanistan
2020-02-11T00:00:00Z,0,0,Afghanistan
2020-02-10T00:00:00Z,0,0,Afghanistan
2020-02-09T00:00:00Z,0,0,Afghanistan
2020-02-08T00:00:00Z,0,0,Afghanistan
2020-02-07T00:00:00Z,0,0,Afghanistan
2020-02-06T00:00:00Z,0,0,Afghanistan
2020-02-05T00:00:00Z,0,0,Afghanistan
2020-02-04T00:00:00Z,0,0,Afghanistan
2020-02-03T00:00:00Z,0,0,Afghanistan
2020-02-02T00:00:00Z,0,0,Afghanistan
2020-02-01T00:00:00Z,0,0,Afghanistan
2020-01-31T00:00:00Z,0,0,Afghanistan
2020-01-30T00:00:00Z,0,0,Afghanistan
2020-01-29T00:00:00Z,0,0,Afghanistan
2020-01-28T00:00:00Z,0,0,Afghanistan
2020-01-27T00:00:00Z,0,0,Afghanistan
2020-01-26T00:00:00Z,0,0,Afghanistan
2020-01-25T00:00:00Z,0,0,Afghanistan
2020-01-24T00:00:00Z,0,0,Afghanistan
2020-01-23T00:00:00Z,0,0,Afghanistan
2020-01-22T00:00:00Z,0,0,Afghanistan
2020-01-21T00:00:00Z,0,0,Afghanistan
2020-01-20T00:00:00Z,0,0,Afghanistan
2020-01-19T00:00:00Z,0,0,Afghanistan
2020-01-18T00:00:00Z,0,0,Afghanistan
2020-01-17T00:00:00Z,0,0,Afghanistan
2020-01-16T00:00:00Z,0,0,Afghanistan
2020-01-15T00:00:00Z,0,0,Afghanistan
2020-01-14T00:00:00Z,0,0,Afghanistan
2020-01-13T00:00:00Z,0,0,Afghanistan
2020-01-12T00:00:00Z,0,0,Afghanistan
2020-01-11T00:00:00Z,0,0,Afghanistan
2020-01-10T00:00:00Z,0,0,Afghanistan
2020-01-09T00:00:00Z,0,0,Afghanistan
2020-01-08T00:00:00Z,0,0,Afghanistan
2020-01-07T00:00:00Z,0,0,Afghanistan
2020-01-06T00:00:00Z,0,0,Afghanistan
2020-01-05T00:00:00Z,0,0,Afghanistan
2020-01-04T00:00:00Z,0,0,Afghanistan
2020-01-03T00:00:00Z,0,0,Afghanistan
2020-01-02T00:00:00Z,0,0,Afghanistan
2020-01-01T00:00:00Z,0,0,Afghanistan
2019-12-31T00:00:00Z,0,0,Afghanistan
2020-03-21T00:00:00Z,0,0,Albania
2020-03-20T00:00:00Z,11,0,Albania
2020-03-19T00:00:00Z,4,1,Albania
2020-03-18T00:00:00Z,4,0,Albania
2020-03-17T00:00:00Z,9,0,Albania
2020-03-16T00:00:00Z,4,0,Albania
2020-03-15T00:00:00Z,5,0,Albania
2020-03-14T00:00:00Z,10,0,Albania
2020-03-13T00:00:00Z,12,0,Albania
2020-03-12T00:00:00Z,1,1,Albania
2020-03-11T00:00:00Z,4,0,Albania
2020-03-10T00:00:00Z,4,0,Albania
2020-03-09T00:00:00Z,2,0,Albania
2020-03-21T00:00:00Z,12,3,Algeria
2020-03-20T00:00:00Z,9,1,Algeria
2020-03-19T00:00:00Z,13,1,Algeria
2020-03-18T00:00:00Z,0,1,Algeria
2020-03-17T00:00:00Z,12,0,Algeria
2020-03-16T00:00:00Z,11,2,Algeria
2020-03-15T00:00:00Z,11,0,Algeria
2020-03-14T00:00:00Z,2,1,Algeria
2020-03-13T00:00:00Z,4,1,Algeria
2020-03-12T00:00:00Z,0,0,Algeria
2020-03-09T00:00:00Z,3,0,Algeria
2020-03-06T00:00:00Z,5,0,Algeria
2020-03-05T00:00:00Z,7,0,Algeria
2020-03-04T00:00:00Z,2,0,Algeria
2020-03-02T00:00:00Z,2,0,Algeria
2020-03-01T00:00:00Z,0,0,Algeria
2020-02-29T00:00:00Z,0,0,Algeria
2020-02-28T00:00:00Z,0,0,Algeria
2020-02-27T00:00:00Z,0,0,Algeria
2020-02-26T00:00:00Z,1,0,Algeria
2020-02-25T00:00:00Z,0,0,Algeria
2020-02-24T00:00:00Z,0,0,Algeria
2020-02-23T00:00:00Z,0,0,Algeria
2020-02-22T00:00:00Z,0,0,Algeria
2020-02-21T00:00:00Z,0,0,Algeria
2020-02-20T00:00:00Z,0,0,Algeria
2020-02-19T00:00:00Z,0,0,Algeria
2020-02-18T00:00:00Z,0,0,Algeria
2020-02-17T00:00:00Z,0,0,Algeria
2020-02-16T00:00:00Z,0,0,Algeria
2020-02-15T00:00:00Z,0,0,Algeria
2020-02-14T00:00:00Z,0,0,Algeria
2020-02-13T00:00:00Z,0,0,Algeria
2020-02-12T00:00:00Z,0,0,Algeria
2020-02-11T00:00:00Z,0,0,Algeria
2020-02-10T00:00:00Z,0,0,Algeria
2020-02-09T00:00:00Z,0,0,Algeria
2020-02-08T00:00:00Z,0,0,Algeria
2020-02-07T00:00:00Z,0,0,Algeria
2020-02-06T00:00:00Z,0,0,Algeria
2020-02-05T00:00:00Z,0,0,Algeria
2020-02-04T00:00:00Z,0,0,Algeria
2020-02-03T00:00:00Z,0,0,Algeria
2020-02-02T00:00:00Z,0,0,Algeria
2020-02-01T00:00:00Z,0,0,Algeria
2020-01-31T00:00:00Z,0,0,Algeria
2020-01-30T00:00:00Z,0,0,Algeria
2020-01-29T00:00:00Z,0,0,Algeria
2020-01-28T00:00:00Z,0,0,Algeria
2020-01-27T00:00:00Z,0,0,Algeria
2020-01-26T00:00:00Z,0,0,Algeria
2020-01-25T00:00:00Z,0,0,Algeria
2020-01-24T00:00:00Z,0,0,Algeria
2020-01-23T00:00:00Z,0,0,Algeria
2020-01-22T00:00:00Z,0,0,Algeria
2020-01-21T00:00:00Z,0,0,Algeria
2020-01-20T00:00:00Z,0,0,Algeria
2020-01-19T00:00:00Z,0,0,Algeria
2020-01-18T00:00:00Z,0,0,Algeria
2020-01-17T00:00:00Z,0,0,Algeria
2020-01-16T00:00:00Z,0,0,Algeria
2020-01-15T00:00:00Z,0,0,Algeria
2020-01-14T00:00:00Z,0,0,Algeria
2020-01-13T00:00:00Z,0,0,Algeria
2020-01-12T00:00:00Z,0,0,Algeria
2020-01-11T00:00:00Z,0,0,Algeria
2020-01-10T00:00:00Z,0,0,Algeria
2020-01-09T00:00:00Z,0,0,Algeria
2020-01-08T00:00:00Z,0,0,Algeria
2020-01-07T00:00:00Z,0,0,Algeria
2020-01-06T00:00:00Z,0,0,Algeria
2020-01-05T00:00:00Z,0,0,Algeria
2020-01-04T00:00:00Z,0,0,Algeria
2020-01-03T00:00:00Z,0,0,Algeria
2020-01-02T00:00:00Z,0,0,Algeria
2020-01-01T00:00:00Z,0,0,Algeria
2019-12-31T00:00:00Z,0,0,Algeria
2020-03-21T00:00:00Z,0,0,Andorra
2020-03-20T00:00:00Z,22,0,Andorra
2020-03-19T00:00:00Z,39,0,Andorra
2020-03-18T00:00:00Z,0,0,Andorra
2020-03-17T00:00:00Z,9,0,Andorra
2020-03-16T00:00:00Z,3,0,Andorra
2020-03-14T00:00:00Z,1,0,Andorra
2020-03-03T00:00:00Z,1,0,Andorra
2020-03-21T00:00:00Z,0,0,Antigua_and_Barbuda
2020-03-15T00:00:00Z,1,0,Antigua_and_Barbuda
2020-03-21T00:00:00Z,30,0,Argentina
2020-03-20T00:00:00Z,31,1,Argentina
2020-03-19T00:00:00Z,18,0,Argentina
2020-03-18T00:00:00Z,14,0,Argentina
2020-03-17T00:00:00Z,9,0,Argentina
2020-03-16T00:00:00Z,11,0,Argentina
2020-03-15T00:00:00Z,11,0,Argentina
2020-03-14T00:00:00Z,3,1,Argentina
2020-03-13T00:00:00Z,12,0,Argentina
2020-03-11T00:00:00Z,7,0,Argentina
2020-03-09T00:00:00Z,3,0,Argentina
2020-03-08T00:00:00Z,1,1,Argentina
2020-03-07T00:00:00Z,6,0,Argentina
2020-03-06T00:00:00Z,1,0,Argentina
2020-03-04T00:00:00Z,1,0,Argentina
2020-03-21T00:00:00Z,14,0,Armenia
2020-03-20T00:00:00Z,7,0,Armenia
2020-03-19T00:00:00Z,37,0,Armenia
2020-03-18T00:00:00Z,26,0,Armenia
2020-03-17T00:00:00Z,22,0,Armenia
2020-03-16T00:00:00Z,10,0,Armenia
2020-03-15T00:00:00Z,7,0,Armenia
2020-03-14T00:00:00Z,7,0,Armenia
2020-03-13T00:00:00Z,2,0,Armenia
2020-03-12T00:00:00Z,3,0,Armenia
2020-03-02T00:00:00Z,0,0,Armenia
2020-03-01T00:00:00Z,1,0,Armenia
2020-02-29T00:00:00Z,0,0,Armenia
2020-02-28T00:00:00Z,0,0,Armenia
2020-02-27T00:00:00Z,0,0,Armenia
2020-02-26T00:00:00Z,0,0,Armenia
2020-02-25T00:00:00Z,0,0,Armenia
2020-02-24T00:00:00Z,0,0,Armenia
2020-02-23T00:00:00Z,0,0,Armenia
2020-02-22T00:00:00Z,0,0,Armenia
2020-02-21T00:00:00Z,0,0,Armenia
2020-02-20T00:00:00Z,0,0,Armenia
2020-02-19T00:00:00Z,0,0,Armenia
2020-02-18T00:00:00Z,0,0,Armenia
2020-02-17T00:00:00Z,0,0,Armenia
2020-02-16T00:00:00Z,0,0,Armenia
2020-02-15T00:00:00Z,0,0,Armenia
2020-02-14T00:00:00Z,0,0,Armenia
2020-02-13T00:00:00Z,0,0,Armenia
2020-02-12T00:00:00Z,0,0,Armenia
2020-02-11T00:00:00Z,0,0,Armenia
2020-02-10T00:00:00Z,0,0,Armenia
2020-02-09T00:00:00Z,0,0,Armenia
2020-02-08T00:00:00Z,0,0,Armenia
2020-02-07T00:00:00Z,0,0,Armenia
2020-02-06T00:00:00Z,0,0,Armenia
2020-02-05T00:00:00Z,0,0,Armenia
2020-02-04T00:00:00Z,0,0,Armenia
2020-02-03T00:00:00Z,0,0,Armenia
2020-02-02T00:00:00Z,0,0,Armenia
2020-02-01T00:00:00Z,0,0,Armenia
2020-01-31T00:00:00Z,0,0,Armenia
2020-01-30T00:00:00Z,0,0,Armenia
2020-01-29T00:00:00Z,0,0,Armenia
2020-01-28T00:00:00Z,0,0,Armenia
2020-01-27T00:00:00Z,0,0,Armenia
2020-01-26T00:00:00Z,0,0,Armenia
2020-01-25T00:00:00Z,0,0,Armenia
2020-01-24T00:00:00Z,0,0,Armenia
2020-01-23T00:00:00Z,0,0,Armenia
2020-01-22T00:00:00Z,0,0,Armenia
2020-01-21T00:00:00Z,0,0,Armenia
